Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.221	HNRNPR	chr1	-	23630372	23671241	238.146378	15.594069	48.926689
MSTRG.222	ZNF436	chr1	-	23685941	23696329	71.166328	4.723959	14.821512
MSTRG.223	ZNF436-AS1	chr1	+	23695464	23698330	10.204711	0.665648	2.088484
MSTRG.224	TCEA3	chr1	-	23707402	23751242	71.049034	4.787994	15.022423
E2F2	E2F2	chr1	-	23832930	23857725	3.559661	0.218349	0.685074
LOC101928163	LOC101928163	chr1	+	23848422	23854911	0.000000	0.000000	0.000000
MSTRG.226	ASAP3	chr1	-	23755056	23811173	245.266556	16.510841	51.803082
MDS2	MDS2	chr1	+	23953824	23967058	0.000000	0.000000	0.000000
MSTRG.225	ID3	chr1	-	23884417	23885992	1107.465820	67.931717	213.137054
MSTRG.230	PITHD1	chr1	+	24104908	24114722	288.522003	17.697878	55.527431
MSTRG.227	RPL11	chr1	+	24018269	24023325	9183.186523	576.549316	1808.934326
MSTRG.228	ELOA	chr1	+	24069856	24088549	257.165222	15.774460	49.492664
MSTRG.229	ELOA-AS1	chr1	-	24086872	24104787	14.377728	0.881927	2.767062
MSTRG.231	LYPLA2	chr1	+	24117635	24122029	412.217346	25.285324	79.333183
MSTRG.232	GALE	chr1	-	24122089	24127244	123.772057	8.970676	28.145668
CNR2	CNR2	chr1	-	24197006	24239852	0.000000	0.000000	0.000000
MSTRG.233	FUCA1	chr1	-	24171571	24194859	38.164070	2.340976	7.344857
MSTRG.235	HMGCL	chr1	-	24128367	24151949	332.734955	20.560705	64.509605
MSTRG.234	PNRC2	chr1	+	24286318	24289949	169.552017	10.400285	32.631088
MYOM3	MYOM3	chr1	-	24382531	24438625	0.692187	0.042459	0.133215
MSTRG.236	SRSF10	chr1	-	24290837	24306817	39.792358	3.663558	11.494483
RCAN3AS	RCAN3AS	chr1	-	24822744	24828872	0.000000	0.000000	0.000000
RCAN3	RCAN3	chr1	+	24828834	24867530	1.569492	0.254547	0.798647
NCMAP-DT	NCMAP-DT	chr1	-	24865764	24882515	0.000000	0.000000	0.000000
MSTRG.237	GRHL3	chr1	+	24645847	24690970	0.082428	0.019625	0.061575
MSTRG.238	STPG1	chr1	-	24683489	24741587	19.396793	1.291621	4.052485
MSTRG.239	NIPAL3	chr1	+	24739977	24799473	22.919950	2.826048	8.866779
MSTRG.242	SRRM1	chr1	+	24969793	24999772	112.273094	14.260112	44.741371
RUNX3	RUNX3	chr1	-	25226002	25291501	0.000000	0.000000	0.000000
MIR6731	MIR6731	chr1	-	25245836	25245907	0.000000	0.000000	0.000000
MSTRG.240	CLIC4	chr1	+	25070513	25171384	1020.414124	72.911308	228.760620
MSTRG.252	MACO1	chr1	+	25757349	25826698	78.205429	4.844613	15.200065
MSTRG.241	SYF2	chr1	-	25548767	25558993	242.827545	14.910413	46.781704
MSTRG.243	RSRP1	chr1	-	25568728	25664745	8.340968	7.759655	24.346064
MSTRG.244	RHD	chr1	+	25598977	25656936	0.399732	0.025138	0.078871
MSTRG.245	RHD	chr1	.	25620102	25621213	0.000000	0.000000	0.000000
MSTRG.246	TMEM50A	chr1	+	25664797	25688852	550.555054	34.274384	107.536530
MSTRG.247	RHCE	chr1	-	25688740	25747405	7.204132	0.460202	1.443894
MSTRG.248	RHCE	chr1	.	25725206	25725842	17.017033	1.043821	3.275008
MSTRG.253	LDLRAP1	chr1	+	25870097	25895377	100.853127	6.186309	19.409662
MAN1C1	MAN1C1	chr1	+	25943959	26112698	3.019177	0.185196	0.581055
MSTRG.254	PAQR7	chr1	-	26187975	26202084	78.635201	5.657083	17.749205
MSTRG.255	SELENON	chr1	+	26126684	26144712	526.524231	32.985012	103.491089
MSTRG.249	MTFR1L	chr1	+	26146397	26159433	135.718781	20.654608	64.804222
MSTRG.250	LOC646471	chr1	-	26146445	26150097	9.556591	0.586199	1.839211
MSTRG.251	AUNIP	chr1	-	26158404	26185949	22.500626	1.537226	4.823075
MSTRG.256	STMN1	chr1	-	26210670	26233368	251.712387	47.263424	148.289902
EXTL1	EXTL1	chr1	+	26348266	26362954	0.156755	0.009615	0.030168
MSTRG.257	PAFAH2	chr1	-	26285579	26324664	38.301216	2.762648	8.667861
PDIK1L	PDIK1L	chr1	+	26437656	26452046	3.713714	0.373572	1.172088
CNKSR1	CNKSR1	chr1	+	26503982	26516375	2.069249	0.127317	0.399459
MSTRG.258	ZNF593	chr1	+	26496399	26497364	288.746094	17.711622	55.570553
MSTRG.260	CEP85	chr1	+	26560691	26605299	58.948761	3.784080	11.872623
MSTRG.259	SH3BGRL3	chr1	+	26606523	26608013	9271.571289	629.888184	1976.286133
MSTRG.261	UBXN11	chr1	-	26608773	26644756	39.476089	3.464125	10.868757
MSTRG.262	CD52	chr1	+	26644449	26647014	43.496788	2.668084	8.371163
LOC101928728	LOC101928728	chr1	-	27018401	27020622	3.292530	0.201963	0.633663
MSTRG.263	RPS6KA1	chr1	+	26856252	26901516	9.252393	1.244783	3.905529
MSTRG.265	DHDDS	chr1	+	26758773	26803133	223.981995	95.802200	300.581238
MSTRG.266	DHDDS-AS1	chr1	-	26789248	26794028	1.855683	0.113827	0.357135
PIGV	PIGV	chr1	+	27113545	27127150	16.794670	1.702113	5.340411
MSTRG.264	ARID1A	chr1	+	27022493	27108602	96.984390	5.954427	18.682127
SFN	SFN	chr1	+	27189640	27190947	0.315749	0.019368	0.060767
MSTRG.267	ZDHHC18	chr1	+	27153179	27184119	65.789902	4.178875	13.111301
KDF1	KDF1	chr1	-	27276053	27286959	0.000000	0.000000	0.000000
TENT5B	TENT5B	chr1	-	27331511	27339341	3.922334	0.240595	0.754872
MSTRG.269	TRNP1	chr1	+	27320183	27327377	109.802399	6.735256	21.131992
MSTRG.268	GPN2	chr1	-	27202623	27226958	62.674175	5.541392	17.386225
NR0B2	NR0B2	chr1	-	27237980	27240466	0.173391	0.010636	0.033370
MSTRG.270	NUDC	chr1	+	27248204	27273374	700.257080	47.733387	149.764420
MSTRG.272	-	chr1	.	27533413	27533938	47.673954	2.924310	9.175079
MSTRG.271	SLC9A1	chr1	-	27425300	27481616	150.227692	9.218939	28.924597
MSTRG.273	WDTC1	chr1	+	27561123	27635127	111.207336	8.130499	25.509594
SYTL1	SYTL1	chr1	+	27668513	27680423	0.349174	0.021418	0.067200
MSTRG.274	TMEM222	chr1	+	27648636	27662891	304.070892	21.100451	66.203064
MSTRG.275	ACTG1P20	chr1	+	27650365	27653016	1.378582	0.084562	0.265315
FCN3	FCN3	chr1	-	27695601	27701343	0.000000	0.000000	0.000000
GPR3	GPR3	chr1	+	27719126	27722317	7.587546	0.465418	1.460259
MSTRG.276	MAP3K6	chr1	-	27681675	27693452	65.008675	3.988166	12.512945
MSTRG.277	WASF2	chr1	-	27730734	27816678	289.548920	18.048391	56.627171
LINC02574	LINC02574	chr1	-	27986839	27989233	0.000000	0.000000	0.000000
MSTRG.278	AHDC1	chr1	-	27860756	27930655	51.241848	3.220195	10.103424
MSTRG.279	FGR	chr1	-	27938575	27961696	1.055817	0.076380	0.239643
MSTRG.280	-	chr1	.	27975927	27976166	229.774994	14.094349	44.221287
MSTRG.281	IFI6	chr1	-	27992575	27998703	388.821930	24.499601	76.867973
FAM76A	FAM76A	chr1	+	28052472	28089627	16.617222	1.053550	3.305534
MSTRG.282	STX12	chr1	+	28099730	28150954	237.814438	14.587486	45.768517
MSTRG.285	THEMIS2	chr1	+	28199054	28213196	26.231277	2.302115	7.222929
MSTRG.283	PPP1R8	chr1	+	28157293	28178186	202.878113	14.936130	46.862392
MSTRG.284	SCARNA1	chr1	+	28160912	28161077	0.000000	0.000000	0.000000
SMPDL3B	SMPDL3B	chr1	+	28261466	28285663	0.342017	0.026758	0.083954
MSTRG.286	RPA2	chr1	-	28218036	28241308	272.555634	20.095032	63.048542
MSTRG.287	XKR8	chr1	+	28286484	28294604	50.080349	3.071918	9.638201
MSTRG.290	EYA3	chr1	-	28296855	28415148	38.159733	2.890218	9.068112
MSTRG.288	-	chr1	.	28421570	28422957	135.851608	8.333109	26.145288
MSTRG.291	PTAFR	chr1	-	28473677	28559540	219.475815	41.235916	129.378479
MSTRG.289	ATP5IF1	chr1	+	28562602	28564616	384.950897	78.610275	246.641205
MSTRG.292	SESN2	chr1	+	28586029	28609002	117.094742	7.182567	22.535439
MSTRG.293	MED18	chr1	+	28655551	28662476	102.317398	6.285192	19.719908
MSTRG.294	PHACTR4	chr1	+	28696251	28826876	11.984551	3.129130	9.817705
MSTRG.295	SNHG3	chr1	+	28832455	28866271	67.156792	31.989935	100.369026
RAB42	RAB42	chr1	+	28918777	28921961	4.866343	0.487766	1.530376
MSTRG.299	TRNAU1AP	chr1	+	28879529	28905057	142.029099	9.658037	30.302273
MSTRG.300	SNHG12	chr1	-	28905050	28909495	48.777031	8.995400	28.223242
MSTRG.301	SNORD99	chr1	-	28905255	28905334	13.750000	0.843422	2.646253
MSTRG.296	TAF12	chr1	-	28929362	28969579	256.538849	19.451933	61.030811
MSTRG.297	LINC01715	chr1	+	28969768	28975311	6.408968	0.569519	1.786876
GMEB1	GMEB1	chr1	+	28995296	29045864	22.204165	1.366672	4.287959
OPRD1	OPRD1	chr1	+	29138682	29197779	0.048084	0.002949	0.009254
MSTRG.298	YTHDF2	chr1	+	29063133	29096287	291.137054	19.087572	59.887619
MSTRG.303	EPB41	chr1	+	29213603	29446558	0.357082	0.302994	0.950648
MSTRG.304	TMEM200B	chr1	-	29445937	29455730	39.564423	2.717093	8.524930
MSTRG.302	SRSF4	chr1	-	29474256	29508412	388.592255	28.585575	89.687782
MSTRG.305	MECR	chr1	-	29519169	29557446	19.627401	6.095830	19.125784
LINC01756	LINC01756	chr1	-	29656132	29676626	0.000000	0.000000	0.000000
MATN1	MATN1	chr1	-	31184124	31196432	0.287197	0.017617	0.055272
MATN1-AS1	MATN1-AS1	chr1	+	31191619	31199593	3.234652	0.198413	0.622524
LINC01778	LINC01778	chr1	+	31297499	31307131	0.679412	0.041675	0.130756
LAPTM5	LAPTM5	chr1	-	31205316	31230621	2.632522	0.161478	0.506641
MIR4420	MIR4420	chr1	-	31212003	31212079	0.000000	0.000000	0.000000
MSTRG.307	PTPRU	chr1	+	29563034	29653312	21.595579	1.675536	5.257027
MSTRG.306	SDC3	chr1	-	31342313	31382035	217.412582	13.875678	43.535202
NKAIN1	NKAIN1	chr1	-	31652592	31712734	1.806297	0.110798	0.347630
MSTRG.308	PUM1	chr1	-	31404353	31538564	164.038757	10.476604	32.870548
MSTRG.309	SNORD103B	chr1	-	31408536	31408623	3.131747	0.192101	0.602720
MSTRG.310	SNORD103B	chr1	-	31421965	31422052	3.010032	0.184635	0.579295
TINAGL1	TINAGL1	chr1	+	32042086	32053287	6.326153	0.579518	1.818248
MSTRG.311	SNRNP40	chr1	-	31732415	31769635	355.963470	21.834723	68.506859
MSTRG.312	ZCCHC17	chr1	+	31769829	31837800	401.035004	28.657648	89.913918
MSTRG.313	FABP3	chr1	-	31838100	31846135	2876.668457	179.222534	562.314087
MSTRG.314	SERINC2	chr1	+	31882624	31907527	63.529305	25.735130	80.744461
MSTRG.319	ADGRB2	chr1	-	32192687	32229941	33.482140	2.225892	6.983778
MSTRG.320	MIR4254	chr1	-	32224261	32224336	0.000000	0.000000	0.000000
HCRTR1	HCRTR1	chr1	+	32083301	32092919	0.000000	0.000000	0.000000
MSTRG.315	PEF1	chr1	-	32095463	32110477	471.692902	33.318645	104.537880
MSTRG.316	COL16A1	chr1	+	32117544	32121981	16.414982	1.006891	3.159141
MSTRG.317	COL16A1	chr1	-	32117865	32169971	855.445251	53.044075	166.426788
MSTRG.318	SPOCD1	chr1	-	32256009	32281652	471.680634	44.410305	139.338165
MSTRG.321	PTP4A2	chr1	-	32372022	32403969	1081.769775	71.287582	223.666138
MSTRG.322	KHDRBS1	chr1	+	32479469	32526451	454.641327	36.677715	115.077026
MSTRG.323	TMEM39B	chr1	+	32537632	32568467	58.501263	8.370876	26.263781
MSTRG.324	MIR5585	chr1	+	32552550	32552608	0.000000	0.000000	0.000000
MSTRG.328	HDAC1	chr1	+	32757684	32799227	400.992737	24.596807	77.172951
MSTRG.325	KPNA6	chr1	+	32573657	32642164	148.046356	9.081131	28.492222
MSTRG.326	TXLNA	chr1	+	32645276	32663886	320.519745	20.697166	64.937744
MSTRG.332	CCDC28B	chr1	+	32665987	32670991	64.527328	5.517834	17.312307
MSTRG.333	IQCC	chr1	+	32671272	32674283	21.836145	1.477354	4.635227
MSTRG.334	DCDC2B	chr1	+	32674695	32681797	3.444539	0.211287	0.662918
MSTRG.335	TMEM234	chr1	-	32680078	32687972	45.876209	4.748929	14.899854
MSTRG.336	EIF3I	chr1	+	32687185	32697205	2058.074707	136.135376	427.127289
MSTRG.337	MTMR9LP	chr1	-	32697261	32708636	25.062378	1.598487	5.015285
FAM167B	FAM167B	chr1	+	32712823	32714457	7.471337	0.458290	1.437894
MSTRG.327	MARCKSL1	chr1	-	32799440	32801834	744.308533	45.655727	143.245712
ZBTB8B	ZBTB8B	chr1	+	32930673	32962286	0.023149	0.001420	0.004455
MSTRG.329	FAM229A	chr1	-	32826871	32827844	1.845494	0.113202	0.355174
MSTRG.330	TSSK3	chr1	+	32828140	32829910	8.758554	0.537248	1.685625
MSTRG.331	BSDC1	chr1	-	32829913	32860307	158.847702	14.492341	45.469994
ZBTB8A	ZBTB8A	chr1	+	33005028	33071542	10.731808	0.661235	2.074636
MSTRG.341	ZBTB8OS	chr1	-	33086424	33116533	109.808121	8.273757	25.959068
MSTRG.338	RBBP4	chr1	+	33116809	33151812	119.350845	7.837332	24.589777
MSTRG.339	SYNC	chr1	-	33145507	33168797	89.670074	6.256243	19.629080
MSTRG.344	HPCA	chr1	+	33352092	33360247	0.845068	0.051836	0.162637
MSTRG.345	TMEM54	chr1	-	33360196	33366990	278.539459	17.993151	56.453850
MSTRG.346	RNF19B	chr1	-	33402050	33430410	39.171425	2.445197	7.671852
MSTRG.340	KIAA1522	chr1	+	33207431	33240571	12.916187	2.820179	8.848367
MSTRG.342	YARS1	chr1	-	33240840	33283633	785.744080	49.777477	156.177780
MSTRG.343	S100PBP	chr1	+	33283043	33324480	25.113285	4.404459	13.819075
FNDC5	FNDC5	chr1	-	33327869	33338085	2.994218	0.209134	0.656163
AZIN2	AZIN2	chr1	+	33546754	33589093	19.361959	1.496389	4.694947
MSTRG.348	TRIM62	chr1	-	33611000	33647644	49.024742	3.121122	9.792579
MSTRG.347	AK2	chr1	-	33446009	33502512	356.932343	36.035847	113.063156
MSTRG.349	ZNF362	chr1	+	33722093	33766320	48.873753	3.221548	10.107667
ZSCAN20	ZSCAN20	chr1	+	33938246	33962107	13.790546	0.845909	2.654056
GJB5	GJB5	chr1	+	35220648	35224113	1.251660	0.076777	0.240888
A3GALT2	A3GALT2	chr1	-	33772367	33786699	0.000000	0.000000	0.000000
MSTRG.353	PHC2	chr1	-	33789219	33896646	447.085754	56.273670	176.559723
MSTRG.354	PHC2-AS1	chr1	+	33815953	33828846	0.000000	0.000000	0.000000
GJB3	GJB3	chr1	+	35246815	35251965	0.000000	0.000000	0.000000
GJA4	GJA4	chr1	+	35258600	35261348	0.000000	0.000000	0.000000
CSMD2	CSMD2	chr1	-	33979599	34631443	0.633262	0.039474	0.123849
HMGB4	HMGB4	chr1	+	34326076	34330392	0.000000	0.000000	0.000000
CSMD2-AS1	CSMD2-AS1	chr1	+	34334557	34351059	0.000000	0.000000	0.000000
MSTRG.350	SMIM12	chr1	-	35315963	35325350	71.222328	4.787340	15.020370
LOC653160	LOC653160	chr1	-	35441300	35444307	5.998940	0.367974	1.154524
MSTRG.351	TMEM35B	chr1	-	35447127	35450948	248.021622	15.213593	47.732937
MSTRG.352	ZMYM6	chr1	-	35451766	35497546	31.697775	1.944335	6.100387
MSTRG.355	ZMYM1	chr1	+	35525387	35581459	4.513381	1.272123	3.991309
MSTRG.356	ZMYM1	chr1	+	35575566	35583626	15.741273	0.965566	3.029483
MSTRG.357	SFPQ	chr1	-	35641979	35658746	237.950073	19.745941	61.953262
MSTRG.358	ZMYM4	chr1	+	35734283	35887659	110.038025	6.905992	21.667681
MSTRG.359	ZMYM4	chr1	.	35816819	35817096	114.996407	7.053855	22.131605
MSTRG.360	ZMYM4-AS1	chr1	-	35824425	35831678	0.000000	0.000000	0.000000
MSTRG.363	KIAA0319L	chr1	-	35899091	36023013	207.408661	12.747254	39.994751
MSTRG.364	NCDN	chr1	+	36023393	36032380	196.683853	13.993268	43.904144
TFAP2E	TFAP2E	chr1	+	36038915	36060927	1.035666	0.063528	0.199319
MSTRG.361	PSMB2	chr1	-	36065143	36107127	397.344391	24.937296	78.241241
MSTRG.362	C1orf216	chr1	-	36179477	36184485	123.233879	8.696927	27.286772
MSTRG.365	CLSPN	chr1	-	36185814	36235579	20.478775	1.460667	4.582870
AGO4	AGO4	chr1	+	36273237	36323490	5.766530	0.830915	2.607012
MSTRG.367	AGO1	chr1	+	36335409	36396132	23.383570	1.966463	6.169816
TEKT2	TEKT2	chr1	+	36549695	36553876	0.575839	0.035322	0.110823
MSTRG.368	AGO3	chr1	+	36396706	36538100	12.577802	0.771520	2.420658
COL8A2	COL8A2	chr1	-	36560840	36590823	1.628614	0.099899	0.313434
MSTRG.366	ADPRS	chr1	+	36554493	36559533	271.083893	16.628229	52.171383
MSTRG.369	TRAPPC3	chr1	-	36602170	36621654	403.551117	32.515755	102.018799
MSTRG.370	MAP7D1	chr1	+	36621761	36646450	547.880066	34.120800	107.054657
MSTRG.371	THRAP3	chr1	+	36690044	36770957	447.983826	28.331558	88.890808
MSTRG.372	SH3D21	chr1	+	36771969	36786948	9.589097	0.658776	2.066923
MSTRG.373	EVA1B	chr1	-	36787631	36789755	125.291740	9.722578	30.504772
MSTRG.377	OSCP1	chr1	-	36883507	36916086	16.324438	3.775660	11.846205
MSTRG.378	SNORA63C	chr1	-	36884049	36884179	1.847328	0.113315	0.355527
MSTRG.375	STK40	chr1	-	36805223	36851525	109.504227	7.015080	22.009949
MSTRG.374	LSM10	chr1	-	36859037	36863509	540.335449	33.144062	103.990112
GRIK3	GRIK3	chr1	-	37261128	37500116	0.076915	0.004718	0.014803
MSTRG.376	MRPS15	chr1	-	36921319	36929985	916.241028	56.202030	176.334930
MSTRG.379	LINC01137	chr1	-	37920480	37940044	28.987736	1.778102	5.578827
MSTRG.380	ZC3H12A	chr1	+	37940181	37949978	58.739815	4.240270	13.303926
MSTRG.382	MEAF6	chr1	-	37955561	37980367	72.903145	4.638313	14.552794
MSTRG.383	MIR5581	chr1	-	37966536	37966595	6.000062	0.368043	1.154740
MSTRG.381	SNIP1	chr1	-	38000050	38019894	38.714977	2.374768	7.450881
MSTRG.384	DNALI1	chr1	+	38022541	38032458	12.204083	0.748596	2.348734
MSTRG.385	GNL2	chr1	-	38032413	38061586	231.065430	15.927979	49.974339
MSTRG.387	C1orf109	chr1	-	38147242	38157914	62.871948	5.347895	16.779121
MSTRG.386	CDCA8	chr1	+	38158188	38175391	177.256271	10.902623	34.207188
MSTRG.388	MANEAL	chr1	+	38259774	38267278	43.438042	3.016785	9.465219
MSTRG.389	YRDC	chr1	-	38268617	38273880	117.609215	7.214124	22.634451
MSTRG.390	C1orf122	chr1	+	38273462	38275126	314.852631	21.611225	67.805626
MSTRG.391	MTF1	chr1	-	38275246	38325264	35.557579	2.181094	6.843225
MSTRG.392	INPP5B	chr1	-	38326369	38412729	48.667969	3.535798	11.093633
MSTRG.400	SF3A3	chr1	-	38422647	38471186	217.893753	34.775566	109.109009
MSTRG.393	UTP11	chr1	+	38478406	38490492	292.217926	17.924583	56.238724
MSTRG.396	RRAGC	chr1	-	39303871	39325444	126.734062	7.775016	24.394260
MSTRG.397	LOC105378663	chr1	+	39325647	39341898	2.631607	0.905546	2.841169
MSTRG.398	MYCBP	chr1	-	39328162	39347298	52.668274	6.697112	21.012316
MSTRG.399	RHBDL2	chr1	-	39351479	39407502	5.575227	0.364685	1.144207
MSTRG.394	AKIRIN1	chr1	+	39456916	39471737	241.056305	14.972714	46.977177
MSTRG.395	NDUFS5	chr1	+	39491967	39500308	3704.337891	237.038315	743.712219
BMP8A	BMP8A	chr1	+	39957308	39995541	1.742288	0.106872	0.335312
OXCT2P1	OXCT2P1	chr1	+	39980538	39982341	6.220344	0.381555	1.197135
PPIEL	PPIEL	chr1	-	39987952	40025370	9.493557	0.795731	2.496621
MSTRG.401	MACF1	chr1	+	39549839	39952810	13.458304	16.511074	51.803810
HEYL	HEYL	chr1	-	40089107	40105315	0.445916	0.027352	0.085819
MSTRG.402	PABPC4	chr1	-	40026485	40042548	582.433105	41.887550	131.422974
MSTRG.403	PABPC4-AS1	chr1	+	40030742	40038875	1.119251	0.068655	0.215405
MSTRG.404	PPIE	chr1	+	40204517	40229586	106.672630	7.884879	24.738956
MSTRG.405	BMP8B	chr1	-	40222854	40254537	0.187741	0.011516	0.036132
MSTRG.406	OXCT2	chr1	-	40235195	40237020	3.304790	0.202715	0.636023
MSTRG.408	MYCL	chr1	-	40361100	40367589	1.043720	0.093610	0.293704
MSTRG.409	MFSD2A	chr1	+	40420784	40435640	28.622911	1.815174	5.695142
MSTRG.407	TRIT1	chr1	-	40303782	40349183	64.573997	8.372388	26.268524
MSTRG.410	RLF	chr1	+	40627059	40706593	52.105824	3.196160	10.028013
COL9A2	COL9A2	chr1	-	40766161	40782958	5.811010	0.356446	1.118356
MSTRG.411	ZMPSTE24	chr1	+	40723908	40759852	193.017822	11.839672	37.147198
MSTRG.412	CAP1	chr1	+	40505737	40538321	256.270172	128.216049	402.280273
MSTRG.413	PPT1	chr1	-	40537133	40563142	436.541809	31.374548	98.438240
ZFP69B	ZFP69B	chr1	+	40915736	40929387	21.362173	1.387122	4.352120
MSTRG.414	SMAP2	chr1	+	40839399	40888998	14.619160	10.861442	34.077980
ZNF684	ZNF684	chr1	+	40997309	41013838	14.937562	0.916267	2.874805
MSTRG.415	ZFP69	chr1	+	40942962	40962015	18.297606	1.159515	3.638000
MSTRG.416	ZFP69	chr1	-	40959186	40974354	15.892193	0.974824	3.058528
MSTRG.417	EXO5	chr1	+	40974391	40981722	42.539513	3.081862	9.669401
RIMS3	RIMS3	chr1	-	41086352	41131354	0.279377	0.017137	0.053767
KCNQ4	KCNQ4	chr1	+	41249459	41306124	0.109389	0.006710	0.021052
MSTRG.419	NFYC-AS1	chr1	-	41154752	41157933	2.148236	0.131772	0.413438
MSTRG.420	NFYC	chr1	+	41157376	41237276	6.104046	9.275612	29.102409
MSTRG.421	MIR30E	chr1	+	41220027	41220118	0.000000	0.000000	0.000000
MSTRG.422	MIR30C1	chr1	+	41222956	41223044	0.000000	0.000000	0.000000
MSTRG.418	CITED4	chr1	-	41326726	41328035	287.094666	17.610325	55.252728
FOXO6	FOXO6	chr1	+	41827106	41849262	0.311850	0.019129	0.060017
FOXO6-AS1	FOXO6-AS1	chr1	-	41840676	41841341	0.000000	0.000000	0.000000
MSTRG.423	CTPS1	chr1	+	41445368	41478237	283.669830	18.311228	57.451832
MSTRG.424	SLFNL1-AS1	chr1	+	41480262	41509562	1.031780	0.063289	0.198571
MSTRG.425	SLFNL1	chr1	-	41481269	41487427	0.537470	0.033091	0.103824
MSTRG.426	SCMH1	chr1	-	41492697	41707978	108.946350	7.927282	24.871998
RIMKLA	RIMKLA	chr1	+	42846463	42889903	0.102770	0.006304	0.019779
HIVEP3	HIVEP3	chr1	-	41972036	42501605	1.945778	2.063213	6.473371
GUCA2B	GUCA2B	chr1	+	42619081	42621491	0.000000	0.000000	0.000000
GUCA2A	GUCA2A	chr1	-	42628361	42630416	0.000000	0.000000	0.000000
MSTRG.427	FOXJ3	chr1	-	42642210	42801551	85.691429	5.937057	18.627626
MSTRG.430	ZMYND12	chr1	-	42896001	42921938	1.648610	0.101125	0.317283
MSTRG.431	CCDC30	chr1	+	42921778	43122861	12.931074	10.191686	31.976608
MSTRG.432	CCDC30	chr1	.	42965716	42966031	165.453110	10.148858	31.842236
MSTRG.428	PPIH	chr1	+	43124094	43142429	400.543335	28.360649	88.982079
MSTRG.429	YBX1	chr1	+	43148089	43169476	3528.627197	235.847656	739.976440
TMEM269	TMEM269	chr1	+	43250703	43266489	0.339893	0.020849	0.065414
MSTRG.436	-	chr1	.	43368929	43369317	26.088690	1.600275	5.020892
LOC339539	LOC339539	chr1	+	43323293	43354463	0.000000	0.000000	0.000000
MSTRG.437	SVBP	chr1	-	43272723	43283068	147.327896	9.037062	28.353954
MSTRG.438	ERMAP	chr1	+	43282793	43310662	29.582323	1.839383	5.771099
MSTRG.439	ZNF691	chr1	+	43312244	43318146	57.759415	3.953816	12.405174
MSTRG.433	P3H1	chr1	-	43212006	43232755	1102.397949	78.292061	245.642822
MSTRG.434	C1orf50	chr1	+	43232920	43245161	28.585321	1.753417	5.501381
MSTRG.435	TMEM269-DT	chr1	-	43242337	43250566	0.000000	0.000000	0.000000
MSTRG.440	SLC2A1	chr1	-	43391046	43424539	473.553986	29.047701	91.137711
MSTRG.441	SLC2A1-AS1	chr1	+	43424720	43449029	2.959965	0.181564	0.569659
TMEM125	TMEM125	chr1	+	43735654	43739673	0.263214	0.016145	0.050657
C1orf210	C1orf210	chr1	-	43747551	43751252	0.000000	0.000000	0.000000
MPL	MPL	chr1	+	43803489	43820136	0.000000	0.000000	0.000000
TIE1	TIE1	chr1	+	43766653	43788779	5.748651	0.359692	1.128540
MSTRG.442	EBNA1BP2	chr1	-	43629845	43638241	604.670227	43.005486	134.930527
MSTRG.443	CFAP57	chr1	+	43638001	43720029	0.442806	0.033694	0.105716
MSTRG.444	CDC20	chr1	+	43824473	43828873	601.664124	42.422413	133.101135
MSTRG.445	ELOVL1	chr1	-	43829068	43855536	378.072784	68.906288	216.194778
MSTRG.446	SZT2	chr1	+	43855570	43919918	48.280258	2.976794	9.339748
MSTRG.447	SZT2-AS1	chr1	-	43913449	43914315	0.059062	0.003623	0.011367
MSTRG.448	HYI	chr1	-	43916661	43919660	4.115296	0.271897	0.853082
KLF17	KLF17	chr1	+	44584493	44600809	4.543871	0.278720	0.874490
MSTRG.462	DMAP1	chr1	+	44679143	44686345	157.411591	10.096851	31.679064
MSTRG.463	ERI3	chr1	-	44686742	44820951	469.266876	30.090530	94.409607
MSTRG.464	ERI3-IT1	chr1	-	44688267	44709955	2.431846	0.401751	1.260500
MSTRG.465	SNORA110	chr1	-	44718016	44718231	0.000000	0.000000	0.000000
MSTRG.449	PTPRF	chr1	+	43991708	44089343	76.775993	9.326803	29.263023
MSTRG.452	KDM4A	chr1	+	44115820	44171189	171.846786	10.541044	33.072727
MSTRG.453	KDM4A-AS1	chr1	-	44165409	44173012	4.521687	0.277359	0.870220
MSTRG.454	ST3GAL3	chr1	+	44173168	44396837	3.111512	4.011516	12.586206
MSTRG.455	LOC101929592	chr1	-	44175076	44193014	0.000000	0.000000	0.000000
MSTRG.456	MIR6079	chr1	+	44304294	44304355	0.000000	0.000000	0.000000
ARTN	ARTN	chr1	+	44398992	44402912	0.000000	0.000000	0.000000
MSTRG.450	IPO13	chr1	+	44412622	44433694	181.558929	11.136786	34.941875
MSTRG.451	DPH2	chr1	+	44435682	44439041	118.842087	7.898570	24.781914
MSTRG.458	ATP6V0B	chr1	+	44440632	44443967	544.115051	58.316158	182.968048
MSTRG.457	B4GALT2	chr1	+	44444537	44456843	254.682465	29.136932	91.417679
MSTRG.459	CCDC24	chr1	+	44457268	44462198	29.747225	2.118098	6.645573
